fullName,politicalGroup,id,nationalPoliticalGroup,photo,nameAudio,gender_Wiki,gender_2017,gender,dateOfBirth_Wiki,dateOfBirth_Home,dateOfBirth,placeOfBirth,country,homePage
Michael BLOSS,Group of the Greens/European Free Alliance,197449,Bündnis 90/Die Grünen,https://www.europarl.europa.eu/mepphoto/197449.jpg,https://www.europarl.europa.eu/mepaudio/197449.mp3,MALE,,MALE,"November 6, 1986",06-11-1986,11-06-1986,,Germany,https://www.europarl.europa.eu/meps/en/197449/MICHAEL_BLOSS/home
Andrea BOCSKOR,Non-attached Members,124712,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,https://www.europarl.europa.eu/mepphoto/124712.jpg,https://www.europarl.europa.eu/mepaudio/124712.mp3,FEMALE,FEMALE,FEMALE,"August 11, 1978",11-08-1978,08-11-1978,,Romania,https://www.europarl.europa.eu/meps/en/124712/ANDREA_BOCSKOR/home
Damian BOESELAGER,Group of the Greens/European Free Alliance,197439,Volt,https://www.europarl.europa.eu/mepphoto/197439.jpg,https://www.europarl.europa.eu/mepaudio/197439.mp3,MALE,,MALE,"March 8, 1988",08-03-1988,03-08-1988,Frankfurt am Main,Slovenia,https://www.europarl.europa.eu/meps/en/197439/DAMIAN_BOESELAGER/home
Ioan-Rareş BOGDAN,Group of the European People's Party (Christian Democrats),197636,Partidul Naţional Liberal,https://www.europarl.europa.eu/mepphoto/197636.jpg,https://www.europarl.europa.eu/mepaudio/197636.mp3,,,MALE,,17-09-1974,17-09-1974,Ocna Mures,Italy,https://www.europarl.europa.eu/meps/en/197636/IOAN-RAREŞ_BOGDAN/home
Franc BOGOVIČ,Group of the European People's Party (Christian Democrats),125004,Slovenska ljudska stranka,https://www.europarl.europa.eu/mepphoto/125004.jpg,https://www.europarl.europa.eu/mepaudio/125004.mp3,,MALE,MALE,"February 2, 1963",02-02-1963,02-02-1963,Senovo,Italy,https://www.europarl.europa.eu/meps/en/125004/FRANC_BOGOVIČ/home
Simona BONAFÈ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124814,Partito Democratico,https://www.europarl.europa.eu/mepphoto/124814.jpg,https://www.europarl.europa.eu/mepaudio/124814.mp3,FEMALE,FEMALE,FEMALE,"July 12, 1973",12-07-1973,07-12-1973,Varese,Croatia,https://www.europarl.europa.eu/meps/en/124814/SIMONA_BONAFÈ/home
Anna BONFRISCO,Identity and Democracy Group,197788,Lega,https://www.europarl.europa.eu/mepphoto/197788.jpg,https://www.europarl.europa.eu/mepaudio/197788.mp3,FEMALE,,FEMALE,,12-10-1962,10-12-1962,Riva del Garda,Belgium,https://www.europarl.europa.eu/meps/en/197788/ANNA_BONFRISCO/home
Paolo BORCHIA,Identity and Democracy Group,101039,Lega,https://www.europarl.europa.eu/mepphoto/101039.jpg,https://www.europarl.europa.eu/mepaudio/101039.mp3,MALE,,MALE,"May 27, 1980",27-05-1980,27-05-1980,NEGRAR,Romania,https://www.europarl.europa.eu/meps/en/101039/PAOLO_BORCHIA/home
Biljana BORZAN,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,112748,Socijaldemokratska partija Hrvatske,https://www.europarl.europa.eu/mepphoto/112748.jpg,https://www.europarl.europa.eu/mepaudio/112748.mp3,FEMALE,FEMALE,FEMALE,"November 29, 1971",29-11-1971,29-11-1971,Osijek,Belgium,https://www.europarl.europa.eu/meps/en/112748/BILJANA_BORZAN/home
Marc BOTENGA,The Left group in the European Parliament - GUE/NGL,187917,Parti du Travail de Belgique,https://www.europarl.europa.eu/mepphoto/187917.jpg,https://www.europarl.europa.eu/mepaudio/187917.mp3,MALE,,MALE,"December 29, 1980",29-12-1980,29-12-1980,Bruxelles,France,https://www.europarl.europa.eu/meps/en/187917/MARC_BOTENGA/home
Vlad-Marius BOTOŞ,Renew Europe Group,197668,Uniunea Salvați România,https://www.europarl.europa.eu/mepphoto/197668.jpg,https://www.europarl.europa.eu/mepaudio/197668.mp3,,,MALE,,15-06-1986,15-06-1986,Arad,Germany,https://www.europarl.europa.eu/meps/en/197668/VLAD-MARIUS_BOTOŞ/home
Geert BOURGEOIS,European Conservatives and Reformists Group,197467,Nieuw-Vlaamse Alliantie,https://www.europarl.europa.eu/mepphoto/197467.jpg,https://www.europarl.europa.eu/mepaudio/197467.mp3,MALE,,MALE,"July 6, 1951",06-07-1951,07-06-1951,Roeselare,Germany,https://www.europarl.europa.eu/meps/en/197467/GEERT_BOURGEOIS/home
Gilles BOYER,Renew Europe Group,197577,Horizons,https://www.europarl.europa.eu/mepphoto/197577.jpg,https://www.europarl.europa.eu/mepaudio/197577.mp3,MALE,,MALE,"July 4, 1971",04-07-1971,07-04-1971,Paris,Slovenia,https://www.europarl.europa.eu/meps/en/197577/GILLES_BOYER/home
Karolin BRAUNSBERGER-REINHOLD,Group of the European People's Party (Christian Democrats),226260,Christlich Demokratische Union Deutschlands,https://www.europarl.europa.eu/mepphoto/226260.jpg,https://www.europarl.europa.eu/mepaudio/226260.mp3,FEMALE,,FEMALE,"November 3, 1986",03-11-1986,11-03-1986,Wolfen,Belgium,https://www.europarl.europa.eu/meps/en/226260/KAROLIN_BRAUNSBERGER-REINHOLD/home
Patrick BREYER,Group of the Greens/European Free Alliance,197431,Piratenpartei Deutschland,https://www.europarl.europa.eu/mepphoto/197431.jpg,https://www.europarl.europa.eu/mepaudio/197431.mp3,MALE,,MALE,"January 1, 1977",,01-01-1977,,Poland,https://www.europarl.europa.eu/meps/en/197431/PATRICK_BREYER/home
Milan BRGLEZ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197446,Socialni demokrati,https://www.europarl.europa.eu/mepphoto/197446.jpg,https://www.europarl.europa.eu/mepaudio/197446.mp3,MALE,,MALE,"September 1, 1967",01-09-1967,09-01-1967,,France,https://www.europarl.europa.eu/meps/en/197446/MILAN_BRGLEZ/home
Saskia BRICMONT,Group of the Greens/European Free Alliance,197470,Ecologistes Confédérés pour l'Organisation de Luttes Originales,https://www.europarl.europa.eu/mepphoto/197470.jpg,https://www.europarl.europa.eu/mepaudio/197470.mp3,FEMALE,,FEMALE,"March 16, 1985",16-03-1985,16-03-1985,Tournai,France,https://www.europarl.europa.eu/meps/en/197470/SASKIA_BRICMONT/home
Joachim Stanisław BRUDZIŃSKI,European Conservatives and Reformists Group,197501,Prawo i Sprawiedliwość,https://www.europarl.europa.eu/mepphoto/197501.jpg,https://www.europarl.europa.eu/mepaudio/197501.mp3,MALE,,MALE,,04-02-1968,02-04-1968,Świerklaniec,Germany,https://www.europarl.europa.eu/meps/en/197501/JOACHIM_STANISŁAW_BRUDZIŃSKI/home
Annika BRUNA,Identity and Democracy Group,182995,Rassemblement national,https://www.europarl.europa.eu/mepphoto/182995.jpg,https://www.europarl.europa.eu/mepaudio/182995.mp3,FEMALE,,FEMALE,"November 26, 1956",26-11-1956,26-11-1956,Versailles,Romania,https://www.europarl.europa.eu/meps/en/182995/ANNIKA_BRUNA/home
Sylvie BRUNET,Renew Europe Group,197576,Mouvement Démocrate,https://www.europarl.europa.eu/mepphoto/197576.jpg,https://www.europarl.europa.eu/mepaudio/197576.mp3,FEMALE,,FEMALE,,12-03-1959,03-12-1959,Versailles,Germany,https://www.europarl.europa.eu/meps/en/197576/SYLVIE_BRUNET/home
Markus BUCHHEIT,Identity and Democracy Group,128483,Alternative für Deutschland,https://www.europarl.europa.eu/mepphoto/128483.jpg,https://www.europarl.europa.eu/mepaudio/128483.mp3,MALE,,MALE,"August 11, 1983",11-08-1983,08-11-1983,Zweibrücken,Germany,https://www.europarl.europa.eu/meps/en/128483/MARKUS_BUCHHEIT/home
Daniel BUDA,Group of the European People's Party (Christian Democrats),125012,Partidul Naţional Liberal,https://www.europarl.europa.eu/mepphoto/125012.jpg,https://www.europarl.europa.eu/mepaudio/125012.mp3,MALE,MALE,MALE,"January 11, 1970",11-01-1970,01-11-1970,Com. Românași,Germany,https://www.europarl.europa.eu/meps/en/125012/DANIEL_BUDA/home
Udo BULLMANN,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4267,Sozialdemokratische Partei Deutschlands,https://www.europarl.europa.eu/mepphoto/4267.jpg,https://www.europarl.europa.eu/mepaudio/4267.mp3,MALE,MALE,MALE,"June 8, 1956",08-06-1956,06-08-1956,Gießen,Romania,https://www.europarl.europa.eu/meps/en/4267/UDO_BULLMANN/home
Delara BURKHARDT,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197440,Sozialdemokratische Partei Deutschlands,https://www.europarl.europa.eu/mepphoto/197440.jpg,https://www.europarl.europa.eu/mepaudio/197440.mp3,FEMALE,,FEMALE,"November 3, 1992",03-11-1992,11-03-1992,,Germany,https://www.europarl.europa.eu/meps/en/197440/DELARA_BURKHARDT/home
Martin BUSCHMANN,Non-attached Members,197434,Independent,https://www.europarl.europa.eu/mepphoto/197434.jpg,https://www.europarl.europa.eu/mepaudio/197434.mp3,MALE,,MALE,"April 17, 1970",,17-04-1970,,Spain,https://www.europarl.europa.eu/meps/en/197434/MARTIN_BUSCHMANN/home
Cristian-Silviu BUŞOI,Group of the European People's Party (Christian Democrats),38420,Partidul Naţional Liberal,https://www.europarl.europa.eu/mepphoto/38420.jpg,https://www.europarl.europa.eu/mepaudio/38420.mp3,MALE,MALE,MALE,"March 1, 1978",01-03-1978,03-01-1978,Drobeta Turnu-Severin,Poland,https://www.europarl.europa.eu/meps/en/38420/CRISTIAN-SILVIU_BUŞOI/home
Reinhard BÜTIKOFER,Group of the Greens/European Free Alliance,96739,Bündnis 90/Die Grünen,https://www.europarl.europa.eu/mepphoto/96739.jpg,https://www.europarl.europa.eu/mepaudio/96739.mp3,MALE,MALE,MALE,"January 26, 1953",26-01-1953,26-01-1953,Mannheim,Italy,https://www.europarl.europa.eu/meps/en/96739/REINHARD_BÜTIKOFER/home
Jorge BUXADÉ VILLALBA,European Conservatives and Reformists Group,197829,VOX,https://www.europarl.europa.eu/mepphoto/197829.jpg,https://www.europarl.europa.eu/mepaudio/197829.mp3,MALE,,MALE,,16-06-1975,16-06-1975,BARCELONA,Spain,https://www.europarl.europa.eu/meps/en/197829/JORGE_BUXADÉ_VILLALBA/home
Jerzy BUZEK,Group of the European People's Party (Christian Democrats),28269,Platforma Obywatelska,https://www.europarl.europa.eu/mepphoto/28269.jpg,https://www.europarl.europa.eu/mepaudio/28269.mp3,MALE,MALE,MALE,"July 3, 1940",03-07-1940,07-03-1940,Śmiłowice,France,https://www.europarl.europa.eu/meps/en/28269/JERZY_BUZEK/home
Carlo CALENDA,Renew Europe Group,197617,Azione,https://www.europarl.europa.eu/mepphoto/197617.jpg,https://www.europarl.europa.eu/mepaudio/197617.mp3,MALE,,MALE,"April 9, 1973",09-04-1973,04-09-1973,Roma,France,https://www.europarl.europa.eu/meps/en/197617/CARLO_CALENDA/home
Marco CAMPOMENOSI,Identity and Democracy Group,35016,Lega,https://www.europarl.europa.eu/mepphoto/35016.jpg,https://www.europarl.europa.eu/mepaudio/35016.mp3,,,MALE,"September 2, 1975",02-09-1975,09-02-1975,GENOVA,Portugal,https://www.europarl.europa.eu/meps/en/35016/MARCO_CAMPOMENOSI/home
Jordi CAÑAS,Renew Europe Group,126644,Ciudadanos – Partido de la Ciudadanía,https://www.europarl.europa.eu/mepphoto/126644.jpg,https://www.europarl.europa.eu/mepaudio/126644.mp3,MALE,,MALE,,12-12-1969,12-12-1969,Barcelona,Portugal,https://www.europarl.europa.eu/meps/en/126644/JORDI_CAÑAS/home
Pascal CANFIN,Renew Europe Group,96711,Liste Renaissance,https://www.europarl.europa.eu/mepphoto/96711.jpg,https://www.europarl.europa.eu/mepaudio/96711.mp3,MALE,MALE,MALE,"August 22, 1974",22-08-1974,22-08-1974,Arras,Malta,https://www.europarl.europa.eu/meps/en/96711/PASCAL_CANFIN/home
Damien CARÊME,Group of the Greens/European Free Alliance,197574,Europe Écologie,https://www.europarl.europa.eu/mepphoto/197574.jpg,https://www.europarl.europa.eu/mepaudio/197574.mp3,MALE,,MALE,"November 16, 1960",16-11-1960,16-11-1960,Joeuf,Italy,https://www.europarl.europa.eu/meps/en/197574/DAMIEN_CARÊME/home
Andrea CAROPPO,Group of the European People's Party (Christian Democrats),197797,Forza Italia,https://www.europarl.europa.eu/mepphoto/197797.jpg,https://www.europarl.europa.eu/mepaudio/197797.mp3,,,MALE,"June 26, 1979",26-06-1979,26-06-1979,Poggiardo,Germany,https://www.europarl.europa.eu/meps/en/197797/ANDREA_CAROPPO/home
Isabel CARVALHAIS,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,199996,Partido Socialista,https://www.europarl.europa.eu/mepphoto/199996.jpg,https://www.europarl.europa.eu/mepaudio/199996.mp3,FEMALE,,FEMALE,"February 28, 1973",,28-02-1973,,Italy,https://www.europarl.europa.eu/meps/en/199996/ISABEL_CARVALHAIS/home
Maria da Graça CARVALHO,Group of the European People's Party (Christian Democrats),96867,Partido Social Democrata,https://www.europarl.europa.eu/mepphoto/96867.jpg,https://www.europarl.europa.eu/mepaudio/96867.mp3,FEMALE,FEMALE,FEMALE,"April 9, 1955",,09-04-1955,,Spain,https://www.europarl.europa.eu/meps/en/96867/MARIA_DA_GRAÇA_CARVALHO/home
David CASA,Group of the European People's Party (Christian Democrats),28122,Partit Nazzjonalista,https://www.europarl.europa.eu/mepphoto/28122.jpg,https://www.europarl.europa.eu/mepaudio/28122.mp3,MALE,MALE,MALE,"November 16, 1968",16-11-1968,16-11-1968,Valletta,Germany,https://www.europarl.europa.eu/meps/en/28122/DAVID_CASA/home
Massimo CASANOVA,Identity and Democracy Group,197796,Lega,https://www.europarl.europa.eu/mepphoto/197796.jpg,https://www.europarl.europa.eu/mepaudio/197796.mp3,,,MALE,"August 31, 1970",31-08-1970,31-08-1970,Bologna,Italy,https://www.europarl.europa.eu/meps/en/197796/MASSIMO_CASANOVA/home
Daniel CASPARY,Group of the European People's Party (Christian Democrats),28219,Christlich Demokratische Union Deutschlands,https://www.europarl.europa.eu/mepphoto/28219.jpg,https://www.europarl.europa.eu/mepaudio/28219.mp3,MALE,MALE,MALE,"April 4, 1976",04-04-1976,04-04-1976,Karlsruhe,Portugal,https://www.europarl.europa.eu/meps/en/28219/DANIEL_CASPARY/home
Fabio Massimo CASTALDO,Non-attached Members,124812,Movimento 5 Stelle,https://www.europarl.europa.eu/mepphoto/124812.jpg,https://www.europarl.europa.eu/mepaudio/124812.mp3,MALE,MALE,MALE,"September 18, 1985",18-09-1985,18-09-1985,,France,https://www.europarl.europa.eu/meps/en/124812/FABIO_MASSIMO_CASTALDO/home
Pilar del CASTILLO VERA,Group of the European People's Party (Christian Democrats),28390,Partido Popular,https://www.europarl.europa.eu/mepphoto/28390.jpg,https://www.europarl.europa.eu/mepaudio/28390.mp3,FEMALE,FEMALE,FEMALE,"July 31, 1952",31-07-1952,31-07-1952,Nador (Marruecos),France,https://www.europarl.europa.eu/meps/en/28390/PILAR_DEL_CASTILLO_VERA/home
Anna CAVAZZINI,Group of the Greens/European Free Alliance,86793,Bündnis 90/Die Grünen,https://www.europarl.europa.eu/mepphoto/86793.jpg,https://www.europarl.europa.eu/mepaudio/86793.mp3,FEMALE,,FEMALE,"December 12, 1982",12-12-1982,12-12-1982,Schlüchtern,Netherlands,https://www.europarl.europa.eu/meps/en/86793/ANNA_CAVAZZINI/home
Susanna CECCARDI,Identity and Democracy Group,197786,Lega,https://www.europarl.europa.eu/mepphoto/197786.jpg,https://www.europarl.europa.eu/mepaudio/197786.mp3,FEMALE,,FEMALE,"March 19, 1987",19-03-1987,19-03-1987,Pisa,France,https://www.europarl.europa.eu/meps/en/197786/SUSANNA_CECCARDI/home
Sara CERDAS,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197641,Partido Socialista,https://www.europarl.europa.eu/mepphoto/197641.jpg,https://www.europarl.europa.eu/mepaudio/197641.mp3,FEMALE,,FEMALE,"March 23, 1989",23-03-1989,23-03-1989,,Czechia,https://www.europarl.europa.eu/meps/en/197641/SARA_CERDAS/home
Catherine CHABAUD,Renew Europe Group,197505,Mouvement Démocrate,https://www.europarl.europa.eu/mepphoto/197505.jpg,https://www.europarl.europa.eu/mepaudio/197505.mp3,FEMALE,,FEMALE,"November 29, 1962",29-11-1962,29-11-1962,Bron,Belgium,https://www.europarl.europa.eu/meps/en/197505/CATHERINE_CHABAUD/home
Patricia CHAGNON,Identity and Democracy Group,236052,Rassemblement national,https://www.europarl.europa.eu/mepphoto/236052.jpg,https://www.europarl.europa.eu/mepaudio/236052.mp3,FEMALE,,FEMALE,"November 20, 1963",20-11-1963,20-11-1963,Eindhoven,Italy,https://www.europarl.europa.eu/meps/en/236052/PATRICIA_CHAGNON/home
Mohammed CHAHIM,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197782,Partij van de Arbeid,https://www.europarl.europa.eu/mepphoto/197782.jpg,https://www.europarl.europa.eu/mepaudio/197782.mp3,MALE,,MALE,"April 18, 1985",18-04-1985,18-04-1985,Fes,Denmark,https://www.europarl.europa.eu/meps/en/197782/MOHAMMED_CHAHIM/home
Leila CHAIBI,The Left group in the European Parliament - GUE/NGL,197529,La France Insoumise,https://www.europarl.europa.eu/mepphoto/197529.jpg,https://www.europarl.europa.eu/mepaudio/197529.mp3,FEMALE,,FEMALE,,05-10-1982,10-05-1982,Dijon,Cyprus,https://www.europarl.europa.eu/meps/en/197529/LEILA_CHAIBI/home
Dita CHARANZOVÁ,Renew Europe Group,124708,ANO 2011,https://www.europarl.europa.eu/mepphoto/124708.jpg,https://www.europarl.europa.eu/mepaudio/124708.mp3,FEMALE,FEMALE,FEMALE,"April 30, 1975",,30-04-1975,,France,https://www.europarl.europa.eu/meps/en/124708/DITA_CHARANZOVÁ/home
Olivier CHASTEL,Renew Europe Group,197463,Mouvement Réformateur,https://www.europarl.europa.eu/mepphoto/197463.jpg,https://www.europarl.europa.eu/mepaudio/197463.mp3,MALE,,MALE,"November 22, 1964",22-11-1964,22-11-1964,Liège,Poland,https://www.europarl.europa.eu/meps/en/197463/OLIVIER_CHASTEL/home
Caterina CHINNICI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124861,Partito Democratico,https://www.europarl.europa.eu/mepphoto/124861.jpg,https://www.europarl.europa.eu/mepaudio/124861.mp3,FEMALE,FEMALE,FEMALE,"November 5, 1954",05-11-1954,11-05-1954,Palermo,Italy,https://www.europarl.europa.eu/meps/en/124861/CATERINA_CHINNICI/home
Asger CHRISTENSEN,Renew Europe Group,197558,"Venstre, Danmarks Liberale Parti",https://www.europarl.europa.eu/mepphoto/197558.jpg,https://www.europarl.europa.eu/mepaudio/197558.mp3,MALE,,MALE,"January 8, 1958",,08-01-1958,,Romania,https://www.europarl.europa.eu/meps/en/197558/ASGER_CHRISTENSEN/home
Lefteris CHRISTOFOROU,Group of the European People's Party (Christian Democrats),26837,Democratic Rally,https://www.europarl.europa.eu/mepphoto/26837.jpg,https://www.europarl.europa.eu/mepaudio/26837.mp3,MALE,MALE,MALE,"August 31, 1963",31-08-1963,31-08-1963,Ammochostos,Romania,https://www.europarl.europa.eu/meps/en/26837/LEFTERIS_CHRISTOFOROU/home
Ilana CICUREL,Renew Europe Group,204416,Liste Renaissance,https://www.europarl.europa.eu/mepphoto/204416.jpg,https://www.europarl.europa.eu/mepaudio/204416.mp3,FEMALE,,FEMALE,"February 8, 1972",08-02-1972,02-08-1972,Paris,Slovakia,https://www.europarl.europa.eu/meps/en/204416/ILANA_CICUREL/home
Włodzimierz CIMOSZEWICZ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197507,Sojusz Lewicy Demokratycznej - Unia Pracy,https://www.europarl.europa.eu/mepphoto/197507.jpg,https://www.europarl.europa.eu/mepaudio/197507.mp3,MALE,,MALE,"September 13, 1950",13-09-1950,13-09-1950,Warszawa,Ireland,https://www.europarl.europa.eu/meps/en/197507/WŁODZIMIERZ_CIMOSZEWICZ/home
Angelo CIOCCA,Identity and Democracy Group,183793,Lega,https://www.europarl.europa.eu/mepphoto/183793.jpg,https://www.europarl.europa.eu/mepaudio/183793.mp3,MALE,,MALE,"June 28, 1975",28-06-1975,28-06-1975,,France,https://www.europarl.europa.eu/meps/en/183793/ANGELO_CIOCCA/home
Dacian CIOLOŞ,Renew Europe Group,197631,Reînnoim Proiectul European al României,https://www.europarl.europa.eu/mepphoto/197631.jpg,https://www.europarl.europa.eu/mepaudio/197631.mp3,MALE,,MALE,,27-07-1969,27-07-1969,Zalău,France,https://www.europarl.europa.eu/meps/en/197631/DACIAN_CIOLOŞ/home
Tudor CIUHODARU,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197657,Partidul Social Democrat,https://www.europarl.europa.eu/mepphoto/197657.jpg,https://www.europarl.europa.eu/mepaudio/197657.mp3,,,MALE,"January 16, 1969",16-01-1969,16-01-1969,Bacau,Spain,https://www.europarl.europa.eu/meps/en/197657/TUDOR_CIUHODARU/home
